gene,sig_population,Early_G1,Late_G1,S,G2_M,state
A530072M11Rik,6,-0.586044199,-0.836905381,-1.267051537,-0.880869888,down
Acer2,5,-0.558313712,-0.816277626,-1.276841792,-0.978716048,down
Grk4,6,-0.494353618,-0.81222221,-1.286283463,-0.947475948,down
Lpl,4,-0.43643959,-0.799639482,-1.236245109,-0.872293942,down
Mmp12,6,-0.510594951,-0.860156694,-1.171759847,-0.899567745,down
Kirrel3,6,-0.47199997,-0.698095137,-1.21058651,-0.786299703,down
Gpr56,4,-0.558704006,-0.846472653,-1.209464843,-0.824389222,down
Gbp1,5,-0.581948909,-0.734760846,-1.370755905,-0.836877685,down
Nox4,6,-0.604510737,-0.802542715,-1.221234848,-0.832670367,down
Traf5,6,-0.462846328,-0.768137633,-1.123137606,-0.883453943,down
Gm13977,5,-0.468780413,-0.756230744,-1.197082522,-0.897611783,down
Neurl3,4,-0.584598294,-0.752224632,-1.390808567,-1.191136985,down
Paqr3,5,-0.641719818,-0.809132878,-1.170201502,-0.838789712,down
AC125373.1,6,-0.51023576,-0.816124857,-1.19301394,-0.853932857,down
Gm10311,5,-0.490091233,-0.613904686,-1.052537344,-0.937883782,down
Pikfyve,5,-0.486024083,-0.675750117,-1.081398598,-0.892900997,down
Acss3,6,-0.441579897,-0.756624619,-1.000281979,-0.951749752,down
Ces5a,3,-0.318165872,-0.732670314,-0.900481093,-0.96142696,down
Icam1,2,-0.297155314,-0.379036461,-0.747574369,-1.189071681,down
Ccnd2,2,0.84084789,1.129751186,-0.758442348,-1.140989504,down
Gbp6,3,-2.204351365,-1.627776562,-2.447075891,-1.879508886,down
Zfp36,4,-2.148751063,-1.940809995,-2.904742905,-2.611952392,down
Pygm,4,-1.728997048,-1.696401598,-2.255734425,-2.361592105,down
A530040E14Rik,3,-0.700909669,-0.650260364,-1.01225576,-1.030804639,down
Aldoa,6,-0.221474458,-0.176304352,-0.79582517,-3.004442122,down
Acot2,2,-0.487195399,-0.188968996,-1.123690053,-0.971358379,down
Tmem176b,2,-0.567023909,-0.362553838,-1.136851274,-1.040979365,down
Sfi1,3,-0.590412871,-0.548926133,-0.832260616,-1.080044767,down
Stat1,2,-0.580747199,-0.41097639,-0.254161809,-0.470270571,down
Decr2,3,-1.017214761,-0.564500986,-0.527154518,-0.708973686,down
Rab37,2,-0.771433024,-0.910189968,0.158356424,-0.037984427,down
Zfp187,3,-1.096400989,-1.148631669,-0.863690075,-1.204730135,down
Foxp1,3,-0.463312038,-1.139825817,0.002324401,-0.213172843,down
Calcoco1,2,-0.84354562,-1.010427238,-0.583183531,-0.701777812,down
Nceh1,2,-0.755813275,-1.135173691,-0.678661352,-0.985241325,down
Pisd-ps1,6,-0.840702745,-1.07034545,-0.807949081,-1.486999553,down
Cyhr1,2,-0.918582384,-0.693806931,-0.930573596,0.148654287,down
Klf6,5,-1.885921615,-2.514620519,-2.285732999,0.260753039,down
Txnip,4,-2.256574737,-2.463034039,-3.151585642,-2.219078626,down
Sat1,2,-2.302731575,-2.562226105,-2.118347627,-0.716329087,down
Adck3,2,-1.98520991,-2.446202874,-2.14796068,-1.361488957,down
Dennd2d,2,-1.643674127,-2.076452507,-1.777088545,-1.339637206,down
Eya2,2,-1.942050404,-1.75955129,-1.914715445,-1.685036637,down
Clk1,4,-1.187913924,-1.218900094,-1.802572659,-0.062098177,down
Hist1h1c,2,-0.896521152,-1.111740955,0.395781537,0.696874921,down
Snord65,4,-1.303767771,-1.374447834,-0.72932214,0.00134892,down
Gabarapl1,4,-1.901884622,-1.85982687,-1.847521921,-0.782832024,down
Inpp4a,3,-1.03395921,-1.501171931,-1.585736385,-0.921629491,down
Plk2,2,-1.030392445,-1.345938971,-1.438171243,-0.810624606,down
Klhl24,2,-1.035830341,-1.13099345,-0.874466061,0.165669688,down
Sepp1,2,-0.733824575,-1.466971757,-0.903293881,-0.609175708,down
Mgst1,2,-0.734320701,-1.478178387,-2.063115031,-0.313161586,down
Ip6k1,2,-0.769313755,-1.716836169,-1.393062335,-0.142054506,down
Wbscr27,2,-0.922681522,-1.530728016,-1.568925938,-0.469487808,down
Map1lc3b,3,-1.147250573,-1.304952723,-1.25686337,-0.649653461,down
Irf2,2,-0.81496287,-1.316214678,-0.899259481,-0.57721979,down
Gvin1,2,-0.775804438,-0.720070759,-1.191112155,-0.285682099,down
A930001N09Rik,2,-0.625824289,-1.768410594,-1.248147878,-0.039912958,down
Samd9l,2,-0.43991459,-1.560962659,-1.4364188,-0.227086648,down
Oasl2,2,-0.851731092,-1.516740153,-2.250919811,-0.799304516,down
Ddx58,4,-0.390171058,-1.488947355,-1.540279984,0.113633901,down
D4Wsu53e,4,-0.949690964,-0.934247676,-1.381815257,-0.648051289,down
Mamdc2,2,-0.727469274,-0.978470757,-1.061248788,-0.59524051,down
H2-T23,3,-0.76768773,-1.09884156,-1.590185492,-0.584932334,down
Sfrs18,3,-0.7359614,-1.099171603,-1.433549506,-0.552344242,down
Mbnl2,3,-0.627508332,-1.039300288,-1.146079404,-0.219581802,down
Rnasel,2,-0.058229096,-0.977252907,-1.665999045,0.129856188,down
Selm,2,-0.530116508,-0.969804722,-1.582607878,-0.48081912,down
Rdh12,4,-0.493150193,-1.134425311,-1.034433906,-0.064513837,down
Tmem71,3,-0.056340754,-1.23660474,-0.895451587,0.225096884,down
Pcmtd2,2,-0.580308871,-0.753752248,-1.614215153,-0.198713663,down
Stat3,2,-0.673062924,-0.918575332,-1.813966596,0.099682552,down
Gm11400,2,-0.459601882,-1.021876191,-1.244438317,-0.381630502,down
Ifnar1,5,-0.535431192,-0.75773511,-1.285833423,-0.439656682,down
H2-K1,6,-0.69605113,-0.73712446,-1.114791664,-0.632607458,down
Prkcq,3,-0.684889307,-0.694016286,-1.307653343,-0.413301488,down
